Identifier,Place of Publication,Date of Publication,Publisher,Title,Author
1923159,Zürich,1888,,"Der Beobachter. Allgemeine Anleitung zu Beobachtungen über Land und Leute. [A translation, with modifications, of the “Manuel du Voyageur.”] ... Von D. K. ... und E. Kollbrunner ... Zweite ... vermehrte Auflage. Mit ... einem systemat. Fragenverzeichniss über Beobachtungen auf Reisen","KALTBRUNNER, D."
1923579,Кіевъ,1890,,"Сборникъ историческихъ матеріаловъ, извлеченныхъ изъ древнихъ актовыхъ книгъ Кіевскаго Центральнаго Архива при Университетѣ Св. Владиміра И. Каманинымъ и М. Истоминымъ. Вып. 1","KAMANIN, Ivan Mikhailovich - and ISTOMIN (M.)"
1924380,Haarlem,1828,,"Afrika en deszelfs Bewoners, etc. [Intended as part of a continuation of E. A. W. von Zimmerman's work: “De Aarde en hare Bewoners.”]","KAMPEN, Nicolaas Godfried van - Professor of Dutch History and Literature at Amsterdam"
1924397,Amsterdam,1837,,"Gezigten in Holland en Belgie, naar teckeningen op de plaats zelve vervaardigd, door W. H. Bartlett. Met historische en plaatselijke beschrijving van N. G. van K","KAMPEN, Nicolaas Godfried van - Professor of Dutch History and Literature at Amsterdam"
1925023,Chicago,1878,"W. Le Baron, Jr. & Co.","The Past and Present of Kane County, Illinois, containing a history of the County-its Cities, Towns, &c. [by H. B. Peirce, A. Merrill and W. H. Perrin]. A directory, etc. Illustrated",
1925648,Freiburg i. B,1895,,"Karl v. und Maximilian Egmont, Graf von Büren. Ein Beitrag zur Geschichte des schmalkaldischen Krieges","KANNENGIESSER, Paul."
1925912,London,1848,W. Pickering,[Critick of Pure Reason; translated from the original of I. Kant [by F. Haywood].]: [Critik der reinen Vernunft.],"Kant, Immanuel"
1926212,Middelburg,1824,,De provincie Zeeland. (Bijlagen.-Nalezing.),"KANTER, Johan de - and DRESSELHUIS (Joannes ab Utrecht)"
1926433,Stettin,1897,,Des Thomas Kantzow Chronik von Pommern in hochdeutscher Mundart. Herausgegeben von G. Gaebel,"KANTZOW, Thomas."
1926534,Au Meschacébé [Mons],1835,,"Voyage pittoresque et industriel dans le Paraguay-Roux et la palingénesie australe; par Tridace-Nafé-Théobrôme de Kaout' t' chouk, Gentilhomme Breton, etc","KAOUT 'T CHOUK, Tridace Nafé Théobrôme de - pseud. [i.e. Henri Florent Delmotte.]"
1927781,London,1899,Harper Bros.,Enchanted India. (Translated by C. Bell.),"KARAǴORǴEVIĆ, Božidar - Prince"
1928017,Dresden,1828,,"Geschichte Russlands nach Karamsin. ... Von Dr A. W. Tappe. (Nach dessen Tode vollendet von C. v. Goldbach.) [An enlarged German edition of Tappe's: “Сокращеніе Россійской Исторіи Н. М. Карамзина,] etc.”: Исторія государства россійскаго","KARAMZIN, Nikolai Mikhailovich."
1929761,London,1887,Field and Tuer,Gotham and the Gothamites. New York and the New Yorkers. Translated by F. C. Valentine,"KARLSTEIN, Heinrich Oscar von."
1929826,Тверь,1893,,Собраніе сочиненій относящихся къ исторіи тверскаго края. Приготовилъ къ изданію ... Вл. Колосовъ,"KARMANOV, D. I."
1930129,София,1896,,"История на деветнадесетия вѣкъ, съ образи. Отъ Павла Каролиди. Том I: отъ 1814-1830 година. Прѣвелъ отъ гърцки Д. В. Македонский. [With illustrations.]","KAROLIDES, Paulos."
1930766,Leipzig,1899,,Achtzehn Jahre in Südafrika. Erlebnisse und Abenteuer eines Schweden im Goldlande. Autorisierte Übersetzung aus dem Schwedischen von F. von Känel,"KÄRRSTRÖM, L. I."
1930912,London,1890,Trischler & Co.,"The Witness Box; or, the murder of Mr. A. B. C. ([A novel.] Seventh thousand.)","KARSLAND, Veva - and (Collis)"
1932902,London,1861,,"Katherine and her Sisters. By the author of “The Discipline of Life” [i.e. Lady E. C. M. Ponsonby], etc",
1933686,München,1833,,"München unter den Vierherzog-Regierung 1397-1403, nach einer gleichzeitigen Denkschrift des Bürgermeisters J. K. Gelesen in der Königl. Akademie der Wissenschaften ... von J. A. Schmeller","KATZMAIR, Joerg."
1934234,Göttingen,1870,,"In wie weit darf die Geschichtschreibung subjectiv sein? Eine Untersuchung mit besonderer Berücksichtigung von B. Erdmannsdörffer zur Geschichte und Geschichtschreibung des dreissigjährigen Krieges in H. v. Sybel's Historischer Zeitschrift, etc","KAUFMANN, Georg - Professor at the University of Breslau"
1935235,London,1878,,Forget-me-nots. [Tales. With preface by C. W. W.],"KAVANAGH, Julia."
1935285,London,1824,,"The Wanderings of Lucan and Dinah; a poetical romance, in ten cantos. By M. P. K. With a prefatory view of the poem, by M. M'Dermot","KAVANAGH, Morgan Peter."
1938040,Dublin,1809,,"[The General History of Ireland ... Collected by ... J. K. ... translated from the original Irish ... with ... amendments by D. O'Connor ... Illustrated with ... coats of arms, etc. (The Genealogy of the Posterity of H. Fionn, ... The posterity of Ir, etc.)]","KEATING, Geoffrey - D.D"
1938041,York,1857,,"[The General History of Ireland ... Collected by ... J. K. ... translated from the original Irish ... with ... amendments by D. O'Connor ... Illustrated with ... coats of arms, etc. (The Genealogy of the Posterity of H. Fionn, ... The posterity of Ir, etc.)]","KEATING, Geoffrey - D.D"
1938095,Philadelphia,1879,J. B. Lippincott & Co.,With General Grant in the East,"KEATING, John Marie."
1938176,London,1825,,"[Narrative of an Expedition to the source of St. Peter's River, Lake Winnepeck, Lake of the Woods, etc. performed ... by order of the Secretary of War under the command of S. H. Long.]","KEATING, William H."
1938242,London,1854,Edward Moxon,"The Poetical Works of John Keats. With a memoir by Richard Monckton Milnes. Illustrated by 120 designs, original and from the antique, drawn on wood by George Scharf, Jun: Poetical Works","Keats, John"
1938245,London,1872,"E. Moxon, Son & Co.","The Poetical Works of John Keats. Edited, with a critical memoir, by William Michael Rossetti. Illustrated by Thomas Seccombe: Poetical Works","Keats, John"
1938256,London,1884,"Kegan Paul, Trench & Co.",The Poetical Works of John Keats. Edited by William T. Arnold: Poetical Works,"Keats, John"
1938260,London,1893,George Routledge & Sons,The Poetical Works of John Keats. Edited by William B. Scott. With an introductory memoir: Poetical Works,"Keats, John"
1938261,London,1894,George Routledge & Sons,The Poetical Works of John Keats. Edited by William B. Scott. With an introductory memoir: Poetical Works,"Keats, John"
1938263,London,1895,Reeves & Turner,the Poetical Works of John Keats ... Edited by H. Buxton Forman. Fourth edition. Illustrated [by W. H. Low and others]: Poetical Works,"Keats, John"
1938348,London,1896,Ginn & Co.,"Poems by John Keats ... Edited, with introduction and notes, by Arlo Bates: Single Works. Selections","Keats, John"
1938479,Boston,1885,Estes & Lauriat,The Eve of St. Agnes. (Illustrated by Edmund H. Garrett.): Single Poems,"Keats, John"
1938502,London,1898,Kegan Paul & Co.,"Isabella, or The Pot of Basil ... Illustrated and decorated by W. B. Macdougall: Single Poems","Keats, John"
1938510,London,1888,Hildesheimer & Faulkner,Lamia ... With illustrative designs by Will H. Low: Single Poems,"Keats, John"
1938652,London,1874,,"[The Christian Year, etc. [With a portrait.]]: Single Works","Keble, John"
1938653,London,1875,,"[The Christian Year, etc. [With a portrait.]]: Single Works","Keble, John"
1938692,London,1865,,"Keble's Evening Hymn [from the “Christian Year”], illustrated by E. Waring: The Christian Year","Keble, John"
1938770,London,1880,Sampson Low & Co.,The Keble Autograph Birthday Book. [Containing selections from J. K.'s poetry.] With floral illustrations. By E. L. M: Selections,"Keble, John"
1939016,Glasgow,1859,,Maclure and Macdonald's series of guide to the Highlands of Scotland. By W. K,"KEDDIE, William."
1939565,London,1893,Gay & Bird,"In Arctic Seas. The voyage of the “Kite” with the Peary expedition together with a transcript of the log of the “Kite” ... Illustrated, etc","KEELY, Robert Neff - and DAVIS (Gwilym George)"
1939649,London,1829,John Cumberland,Ophelia Keen!! A dramatic legendary tale. [By G. Daniel. An attack on Edmund Kean and Ophelia Benjamin.] MS. notes [by G. Daniel.],"KEEN, Ophelia."
1940699,York,1848,,[The History of Greece.],"KEIGHTLEY, Thomas."
1940701,Ἐν Ἀθηναις,1850,,Ἱστορια της ἀρχαιας Ἑλλαδος ... Ἐκδοσις πεμπτη. Μεταφρασθεισα δε και ἐκδοθεισα ὑπο Σπυριδωνος Ἀντωνιαδου,"KEIGHTLEY, Thomas."
1940709,York,1848,,[The History of Rome.],"KEIGHTLEY, Thomas."
1941033,Philadelphia,1870,,Sheridan's Troopers on the Borders: a winter campaign on the plains ... With ... engravings,"KEIM, De Bonneville Randolph."
1941961,Dorpat,1875,,"Liefländische Historia. Continuation 1690 bis 1707. ... Mit Vorwort, Nachweisen und Personenregister versehen von J. Lossius","KELCH, Christian."
1942104,Pest,1873,,Hongrie. Exposé géographique et statistique ... rédigé en collaboration de plusieurs spécialistes par C. K. ... Traduit [from the Hungarian] par f. Schwiedland,"KELETI, Károly."
1944264,London,1887,General Publishing Company,"Ned Kelly, the ironclad Australian Bushranger. By J. S. Borlase","KELLY, Edward - Australian Outlaw"
1945554,London,1889,G. Philip & Son,The World's Great Explorers and Explorations. Edited by J. S. Keltie ... H. J. Mackinder ... and E. G. Ravenstein,"KELTIE, John Scott - Sir"
1945818,London,1876,B. Quartich,[The Saxons in England. A history of the English Commonwealth till the period of the Norman Conquest.],"Kemble, John Mitchell"
1946736,Brussel,1839,,Vlaemsche Kronijk of dagregister van al het gene gedenkweerdig voorgevallen is binnen de stad Gent sedert den 15 July 1566 tot 15 Juny 1585; onderhouden in 't Latijn door P. de K.; overgezet door J. P. van Male ...; thans voor de eerste mael uitgegeven door P. B(lommaert),"KEMPENARE, Philips de."
1947126,London,1861,"Saunders, Otley & Co.",Crispin Ken. By the Author of “Miriam May” [i.e. Arthur Robins]. Cheap edition,"KEN, Crispin."
1947127,London,1861,"Saunders, Otley & Co.",[Crispin Ken. By the Author of “Miriam May” [i.e. Arthur Robins]. Cheap edition.],"KEN, Crispin."
1948373,London,1884,"Kegan Paul, Trench & Co.","Robert the Bruce. A poem. ... Illustrated by J. Faed, junr","KENNEDY, Alexander W. M. Clark."
1948591,York,1860,Derby & Jackson,"Corn in the Blade. Poems, and thoughts in prose ... With an introduction by C. B. Conant","KENNEDY, Crammond."
1949212,London,1865,,"Kate Kennedy. A novel. By the Author of “Wondrous Strange,” etc. [Miss Barry.]","KENNEDY, Kate - Character Fiction"
1949483,London,1890,Hatchards,"A Journey in Khorassan and Central Asia. March and April, 1890. [With a map.]","KENNEDY, Robert John - Sir, K.C.M.G., and KENNEDY (Hon. Bertha Jane) Lady"
1949895,Paris,1893,,"Un voyage a Calais, Guines, Ardres et St.-Omer en 1682. Extrait du journal de White Kennet. ... Publié et annoté par C. Landrin","KENNET, White - Bishop of Peterborough"
1950496,London,1772,J. Wheble,"A Letter to David Garrick, Esq. from William Kenrick. (Love in the Suds;a town eclogue. Being the lamentation of Roscius for the loss of his Nyky ... With annotations by the editor [or rather author, W. Kenrick].) [A satire upon David Garrick and Isaac Bickerstaffe.]","KENRICK, William - LL.D"
1950497,London,1772,,"A letter to D. Garrick. ... The second edition. (Love in the Suds; a town eclogue. Being the lamentation of Roscius for the loss of his Nyky. ... With annotations by the editor [or rather Author, W. K.,]; and an Appendix, containing queries and answers relative to the personal satisfaction pretended to have been required of the Author of the above Eclogue, by ... Roscius.) [A satire upon David Garrick and Isaac Bickerstaffe.]","KENRICK, William - LL.D"
1950583,London,1876,Mitchell & Hughes,"Assessments in Kent for the Aid to Knight the Black Prince, Anno 20. Edward III. Edited by J. Greenstreet. Reprinted from “Archæologia Cantiana.” vol. x: Official Documents",
1950588,Lewes,1877,,"The Domesday Book for the County of Kent, being that portion of a Return of Owners of Land in England and Wales ... in the year 1873, which refers to the County of Kent ... Corrected ... with introductory remarks. By W. E. Baxter, etc: Official Documents",
1950613,London,1866,Haverson & Harding,"1865. The Poll for Two Knights of the Shire to represent the Western Division of ... Kent ... Compiled ... by William Hall, etc: Official Documents",
1951539,London,1840,,Hudibrastic History of Amherst's Embassy to China. (Illustrated by R. Cruikshank.),"KENTISH, William Augustus."
1952716,London,1846,,"The Expedition to Borneo of H.M.S. Dido for the suppression of Piracy; with extracts from the Journal of J. Brooke Esq., of Sarawak","KEPPEL, Henry - Hon. Sir, G.C.B"
1952723,London,1853,,"A visit to the Indian Archipelago, in H.M.S. Mæander, with portions of the private journal of Sir James Brooke ... with illustrations by O. W. Brierly","KEPPEL, Henry - Hon. Sir, G.C.B"
1953523,Pest,1868,,Krónika Magyarország polgári és egyházi közéletéből a 18-dik szazad végen. H. J. egykorú erediti naplója. [Edited by E. Hoffer.],"KERESZTESI, József."
1953752,London,1868,,"A practical Treatise on Metallurgy, adapted from the last German edition of Professor K.'s Metallurgy, by W. Crookes and E. Röhrig ... Illustrated, etc","KERL, Bruno."
1953757,Philadelphia,1889,Baird & Co.,"The Assayer's Manual. An abridged treatise on the docimastic examination of ores, and furnace and other artificial products ... Translated from the German by W. T. Brannt ... Second American edition, edited with extensive additions by F. L. Garrison, etc","KERL, Bruno."
1954051,Berne,1887,,"Souvenirs politiques, redigés avec la collaboration de C. Dubois ... Deuxième edition, etc","KERN, J. Conrad."
1954077,Bruxelles,1872,,Les Races Romanes ... traduits du Neerlandais par A. Willems. F.L.P,"Kern, H. (Hendrik) - 1833-1917"
1955921,Gand,1847,,"Documents historiques inédits concernant les troubles des Pays-Bas, 1577-1584, publiés avec des notes biographiques et historiques ... Avec des fac-simile","KERVYN DE VOLKAERSBEKE, Philippe Augustin Chrétien - and DIEGERICK (Isidore Lucien Antoine)"
1957253,Kettering,1899,W. E. & J. Goss,"The Compotus of the Manor of Kettering for A.D. 1292. With introduction, translation, and notes by C. Wise",
1958657,London,1895,Bemrose & Sons,Sketches of Old Derby and neighbourhood ... Edited by G. F. Gadd,"KEYS, John - of Derby"
1958662,London,1861,"Saunders, Otley, & Co.","The Tablette Booke of Ladye Mary Keyes, owne sister to the misfortunate Ladye Jane Dudlie; in wiche wille be founde a faithefulle historie of alle the troubels that did com to them and theire kinsfolke, writt in the yeare of oure Lorde fifteene hundred and seventie-seven. [By Flora F. Wylde.]","KEYS, Mary - Lady"
1958707,Philadelphia,1886,,"Lemon Hill and Fairmount Park. The papers of C. S. K. and T. Cochran, relative to a Public Park for Philadelphia. Published in 1856 and 1872. Reprinted [with a preface and plan] by H. J. Smith","KEYSER, Charles Shearer."
1959026,Budæ,1833,,Magistri S. De Keza de originibus et gestis Hungarorum libri duo. Post binas A. Horanyi editiones tertiam ... in lucem emittit J. Podhradczky,"KÉZA, Simon de."
